PrefabName;SequenceIndex;TupleIndex;Lane;ObstacleGUID;TokenGUID;PowerUpGUID
BossOneArm;6;3;Left;NULL;NULL;NULL
BossOneArm;6;3;Middle;NULL;NULL;NULL
BossOneArm;6;3;Right;NULL;NULL;NULL
BossOneArm;6;4;Left;87e0f339414c68140804775ec5526d59;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;6;4;Middle;NULL;NULL;NULL
BossOneArm;6;4;Right;4ae7e932021d15b4b94604ad4d3ce338;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;6;5;Left;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;6;5;Middle;NULL;NULL;NULL
BossOneArm;6;5;Right;NULL;NULL;NULL
BossOneArm;6;6;Left;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
BossOneArm;6;6;Middle;NULL;NULL;NULL
BossOneArm;6;6;Right;4076456460b4e7b4e9ba3b7e75cfecf2;NULL;NULL
BossOneArm;6;7;Left;NULL;NULL;NULL
BossOneArm;6;7;Middle;NULL;NULL;NULL
BossOneArm;6;7;Right;NULL;NULL;NULL
BossOneArm;7;0;Left;NULL;NULL;NULL
BossOneArm;7;0;Middle;NULL;NULL;NULL
BossOneArm;7;0;Right;NULL;NULL;NULL
BossOneArm;7;1;Left;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;7;1;Middle;a2be63c3a1251c9449f43e5d8ea35bd0;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;7;1;Right;NULL;NULL;NULL
BossOneArm;7;2;Left;NULL;NULL;NULL
BossOneArm;7;2;Middle;a8236ce0b4d7f9648b0de45bbaea46bf;NULL;NULL
BossOneArm;7;2;Right;NULL;NULL;NULL
BossOneArm;7;3;Left;NULL;NULL;NULL
BossOneArm;7;3;Middle;NULL;NULL;NULL
BossOneArm;7;3;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;7;4;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;7;4;Middle;NULL;NULL;NULL
BossOneArm;7;4;Right;NULL;NULL;NULL
BossOneArm;7;5;Left;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;7;5;Middle;NULL;NULL;NULL
BossOneArm;7;5;Right;7b787304b65a22b46988915385a0b055;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;7;6;Left;3534801d17c530c4e8d1e704d61a7c5e;NULL;NULL
BossOneArm;7;6;Middle;NULL;NULL;NULL
BossOneArm;7;6;Right;NULL;NULL;NULL
BossOneArm;7;7;Left;NULL;NULL;NULL
BossOneArm;7;7;Middle;NULL;NULL;NULL
BossOneArm;7;7;Right;NULL;NULL;NULL
BossOneArm;8;0;Left;NULL;NULL;NULL
BossOneArm;8;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;8;0;Right;NULL;NULL;NULL
BossOneArm;8;1;Left;NULL;NULL;NULL
BossOneArm;8;1;Middle;43f927bc7c620db4587088520c13fbd3;NULL;NULL
BossOneArm;8;1;Right;NULL;NULL;NULL
BossOneArm;8;2;Left;NULL;NULL;NULL
BossOneArm;8;2;Middle;5d8c808f249f61e4398cce0102bb2c97;NULL;NULL
BossOneArm;8;2;Right;NULL;NULL;NULL
BossOneArm;8;3;Left;NULL;NULL;NULL
BossOneArm;8;3;Middle;NULL;NULL;NULL
BossOneArm;8;3;Right;NULL;NULL;NULL
BossOneArm;8;4;Left;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;8;4;Middle;c8589bbbac61082489b4582dd637afa4;NULL;NULL
BossOneArm;8;4;Right;NULL;NULL;NULL
BossOneArm;8;5;Left;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;8;5;Middle;NULL;NULL;NULL
BossOneArm;8;5;Right;NULL;NULL;NULL
BossOneArm;8;6;Left;NULL;NULL;NULL
BossOneArm;8;6;Middle;c8589bbbac61082489b4582dd637afa4;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;8;6;Right;NULL;NULL;NULL
BossOneArm;9;0;Left;NULL;NULL;NULL
BossOneArm;9;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;9;0;Right;NULL;NULL;NULL
BossOneArm;9;1;Left;NULL;NULL;NULL
BossOneArm;9;1;Middle;f5ed1ad7e743fc844800a168d5c771d1;NULL;NULL
BossOneArm;9;1;Right;NULL;NULL;NULL
BossOneArm;9;2;Left;NULL;NULL;NULL
BossOneArm;9;2;Middle;2926a41bd6c52e242ae3cc1f849863e6;NULL;NULL
BossOneArm;9;2;Right;NULL;NULL;NULL
BossOneArm;9;3;Left;NULL;NULL;NULL
BossOneArm;9;3;Middle;NULL;NULL;NULL
BossOneArm;9;3;Right;NULL;NULL;NULL
BossOneArm;9;4;Left;NULL;NULL;NULL
BossOneArm;9;4;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossOneArm;9;4;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;9;5;Left;NULL;NULL;NULL
BossOneArm;9;5;Middle;NULL;NULL;NULL
BossOneArm;9;5;Right;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;9;6;Left;NULL;NULL;NULL
BossOneArm;9;6;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;9;6;Right;NULL;NULL;NULL
BossOneArm;10;0;Left;NULL;NULL;NULL
BossOneArm;10;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;10;0;Right;NULL;NULL;NULL
BossOneArm;10;1;Left;43f927bc7c620db4587088520c13fbd3;NULL;NULL
BossOneArm;10;1;Middle;54816eb06f45e704db0e1fb18afb53ca;NULL;NULL
BossOneArm;10;1;Right;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;10;2;Left;NULL;NULL;NULL
BossOneArm;10;2;Middle;NULL;NULL;NULL
BossOneArm;10;2;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;10;3;Left;NULL;NULL;NULL
BossOneArm;10;3;Middle;NULL;NULL;NULL
BossOneArm;10;3;Right;NULL;NULL;NULL
BossOneArm;10;4;Left;4ae7e932021d15b4b94604ad4d3ce338;eef73bb34eeab7443a4c88631b9444db;NULL
BossOneArm;10;4;Middle;8a706702812ae49408aebe5f12d0189d;NULL;NULL
BossOneArm;10;4;Right;NULL;NULL;NULL
BossOneArm;10;5;Left;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;10;5;Middle;NULL;NULL;NULL
BossOneArm;10;5;Right;NULL;NULL;NULL
BossOneArm;10;6;Left;4076456460b4e7b4e9ba3b7e75cfecf2;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;10;6;Middle;NULL;NULL;NULL
BossOneArm;10;6;Right;NULL;NULL;NULL
BossOneArm;11;0;Left;NULL;NULL;NULL
BossOneArm;11;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossOneArm;11;0;Right;NULL;NULL;NULL
BossOneArm;11;1;Left;f5ed1ad7e743fc844800a168d5c771d1;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;11;1;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossOneArm;11;1;Right;NULL;NULL;NULL
BossOneArm;11;2;Left;NULL;NULL;NULL
BossOneArm;11;2;Middle;NULL;NULL;NULL
BossOneArm;11;2;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossOneArm;11;3;Left;NULL;NULL;NULL
BossOneArm;11;3;Middle;NULL;NULL;NULL
BossOneArm;11;3;Right;NULL;NULL;NULL
BossOneArm;11;4;Left;NULL;NULL;NULL
BossOneArm;11;4;Middle;f42e5b420cf890443ad44fe85359cf3b;NULL;NULL
BossOneArm;11;4;Right;NULL;962b5d078cabd19429b5656ab3ee2697;NULL
BossOneArm;11;5;Left;NULL;NULL;NULL
BossOneArm;11;5;Middle;NULL;NULL;NULL
BossOneArm;11;5;Right;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossOneArm;11;6;Left;NULL;NULL;NULL
BossOneArm;11;6;Middle;NULL;NULL;NULL
BossOneArm;11;6;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;0;0;Left;NULL;NULL;NULL
BossTwoArm;0;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;0;0;Right;NULL;NULL;NULL
BossTwoArm;0;1;Left;NULL;NULL;NULL
BossTwoArm;0;1;Middle;NULL;NULL;NULL
BossTwoArm;0;1;Right;NULL;794734fe2b509e048bdf8daecaed964a;NULL
BossTwoArm;0;2;Left;a57036cec3c6add4d90936080f22925e;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;0;2;Middle;NULL;NULL;NULL
BossTwoArm;0;2;Right;NULL;NULL;NULL
BossTwoArm;0;3;Left;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;0;3;Middle;NULL;NULL;NULL
BossTwoArm;0;3;Right;NULL;NULL;NULL
BossTwoArm;0;4;Left;NULL;NULL;NULL
BossTwoArm;0;4;Middle;NULL;NULL;NULL
BossTwoArm;0;4;Right;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
BossTwoArm;0;5;Left;NULL;NULL;NULL
BossTwoArm;0;5;Middle;NULL;NULL;NULL
BossTwoArm;0;5;Right;NULL;NULL;NULL
BossTwoArm;0;6;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;0;6;Middle;NULL;NULL;NULL
BossTwoArm;0;6;Right;3534801d17c530c4e8d1e704d61a7c5e;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;0;7;Left;NULL;NULL;NULL
BossTwoArm;0;7;Middle;NULL;NULL;NULL
BossTwoArm;0;7;Right;NULL;NULL;NULL
BossTwoArm;1;0;Left;NULL;NULL;NULL
BossTwoArm;1;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;1;0;Right;NULL;NULL;NULL
BossTwoArm;1;1;Left;NULL;NULL;NULL
BossTwoArm;1;1;Middle;eda4679315b2e274e9ed594d0f08db18;NULL;NULL
BossTwoArm;1;1;Right;4ae7e932021d15b4b94604ad4d3ce338;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;1;2;Left;262bf28504178a24591ebd6d5108c8b3;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;1;2;Middle;NULL;NULL;NULL
BossTwoArm;1;2;Right;NULL;NULL;NULL
BossTwoArm;1;3;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;1;3;Middle;NULL;NULL;NULL
BossTwoArm;1;3;Right;NULL;NULL;NULL
BossTwoArm;1;4;Left;NULL;NULL;NULL
BossTwoArm;1;4;Middle;NULL;NULL;NULL
BossTwoArm;1;4;Right;NULL;NULL;NULL
BossTwoArm;1;5;Left;NULL;NULL;NULL
BossTwoArm;1;5;Middle;87e0f339414c68140804775ec5526d59;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;1;5;Right;NULL;NULL;NULL
BossTwoArm;1;6;Left;NULL;NULL;NULL
BossTwoArm;1;6;Middle;NULL;NULL;NULL
BossTwoArm;1;6;Right;NULL;NULL;NULL
BossTwoArm;2;0;Left;NULL;NULL;NULL
BossTwoArm;2;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;2;0;Right;NULL;NULL;NULL
BossTwoArm;2;1;Left;NULL;NULL;NULL
BossTwoArm;2;1;Middle;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;2;1;Right;7b25aee55c07d7340bad79d6ebb808a0;NULL;NULL
BossTwoArm;2;2;Left;NULL;NULL;NULL
BossTwoArm;2;2;Middle;NULL;NULL;NULL
BossTwoArm;2;2;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;2;3;Left;NULL;NULL;NULL
BossTwoArm;2;3;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;2;3;Right;NULL;NULL;NULL
BossTwoArm;2;4;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;2;4;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossTwoArm;2;4;Right;NULL;NULL;NULL
BossTwoArm;2;5;Left;NULL;NULL;NULL
BossTwoArm;2;5;Middle;NULL;NULL;NULL
BossTwoArm;2;5;Right;NULL;NULL;NULL
BossTwoArm;2;6;Left;7b787304b65a22b46988915385a0b055;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;2;6;Middle;NULL;NULL;NULL
BossTwoArm;2;6;Right;NULL;NULL;NULL
BossTwoArm;3;0;Left;NULL;NULL;NULL
BossTwoArm;3;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;3;0;Right;NULL;NULL;NULL
BossTwoArm;3;1;Left;a57036cec3c6add4d90936080f22925e;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;3;1;Middle;NULL;NULL;NULL
BossTwoArm;3;1;Right;NULL;NULL;NULL
BossTwoArm;3;2;Left;NULL;c9b790013f8f57b4c92cfe3650d92a9a;NULL
BossTwoArm;3;2;Middle;NULL;NULL;NULL
BossTwoArm;3;2;Right;NULL;NULL;NULL
BossTwoArm;3;3;Left;NULL;NULL;NULL
BossTwoArm;3;3;Middle;NULL;NULL;NULL
BossTwoArm;3;3;Right;4076456460b4e7b4e9ba3b7e75cfecf2;NULL;NULL
BossTwoArm;3;4;Left;NULL;NULL;NULL
BossTwoArm;3;4;Middle;NULL;NULL;NULL
BossTwoArm;3;4;Right;NULL;NULL;NULL
BossTwoArm;3;5;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;3;5;Middle;NULL;NULL;NULL
BossTwoArm;3;5;Right;87e0f339414c68140804775ec5526d59;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;3;6;Left;NULL;NULL;NULL
BossTwoArm;3;6;Middle;NULL;NULL;NULL
BossTwoArm;3;6;Right;NULL;NULL;NULL
BossTwoArm;4;0;Left;NULL;NULL;NULL
BossTwoArm;4;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;4;0;Right;NULL;NULL;NULL
BossTwoArm;4;1;Left;a57036cec3c6add4d90936080f22925e;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;4;1;Middle;8292ed8f578d6fb4d87467eaf84d905e;NULL;NULL
BossTwoArm;4;1;Right;NULL;NULL;NULL
BossTwoArm;4;2;Left;NULL;NULL;NULL
BossTwoArm;4;2;Middle;NULL;NULL;NULL
BossTwoArm;4;2;Right;NULL;NULL;NULL
BossTwoArm;4;3;Left;NULL;NULL;NULL
BossTwoArm;4;3;Middle;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;4;3;Right;NULL;NULL;NULL
BossTwoArm;4;4;Left;NULL;NULL;NULL
BossTwoArm;4;4;Middle;NULL;NULL;NULL
BossTwoArm;4;4;Right;NULL;NULL;NULL
BossTwoArm;4;5;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;4;5;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossTwoArm;4;5;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;4;6;Left;NULL;NULL;NULL
BossTwoArm;4;6;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;4;6;Right;NULL;NULL;NULL
BossTwoArm;5;0;Left;NULL;NULL;NULL
BossTwoArm;5;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;5;0;Right;NULL;NULL;NULL
BossTwoArm;5;1;Left;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
BossTwoArm;5;1;Middle;NULL;NULL;NULL
BossTwoArm;5;1;Right;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
BossTwoArm;5;2;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;5;2;Middle;a57036cec3c6add4d90936080f22925e;NULL;NULL
BossTwoArm;5;2;Right;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;5;3;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;5;3;Middle;NULL;NULL;NULL
BossTwoArm;5;3;Right;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;5;4;Left;NULL;NULL;NULL
BossTwoArm;5;4;Middle;NULL;NULL;NULL
BossTwoArm;5;4;Right;NULL;NULL;NULL
BossTwoArm;5;5;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;5;5;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossTwoArm;5;5;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;5;6;Left;NULL;NULL;NULL
BossTwoArm;5;6;Middle;NULL;NULL;NULL
BossTwoArm;5;6;Right;NULL;NULL;NULL
BossTwoArm;5;7;Left;NULL;NULL;NULL
BossTwoArm;5;7;Middle;NULL;NULL;NULL
BossTwoArm;5;7;Right;NULL;NULL;NULL
BossTwoArm;6;0;Left;NULL;NULL;NULL
BossTwoArm;6;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;6;0;Right;NULL;NULL;NULL
BossTwoArm;6;1;Left;NULL;NULL;NULL
BossTwoArm;6;1;Middle;7b25aee55c07d7340bad79d6ebb808a0;NULL;NULL
BossTwoArm;6;1;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;6;2;Left;NULL;NULL;NULL
BossTwoArm;6;2;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;6;2;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;6;3;Left;3534801d17c530c4e8d1e704d61a7c5e;NULL;NULL
BossTwoArm;6;3;Middle;NULL;NULL;NULL
BossTwoArm;6;3;Right;NULL;NULL;NULL
BossTwoArm;6;4;Left;NULL;NULL;NULL
BossTwoArm;6;4;Middle;NULL;NULL;NULL
BossTwoArm;6;4;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;6;5;Left;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;6;5;Middle;c8589bbbac61082489b4582dd637afa4;NULL;NULL
BossTwoArm;6;5;Right;NULL;NULL;NULL
BossTwoArm;6;6;Left;NULL;NULL;NULL
BossTwoArm;6;6;Middle;NULL;NULL;NULL
BossTwoArm;6;6;Right;NULL;NULL;NULL
BossTwoArm;7;0;Left;NULL;NULL;NULL
BossTwoArm;7;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;7;0;Right;NULL;NULL;NULL
BossTwoArm;7;1;Left;NULL;c9b790013f8f57b4c92cfe3650d92a9a;NULL
BossTwoArm;7;1;Middle;5d8c808f249f61e4398cce0102bb2c97;NULL;NULL
BossTwoArm;7;1;Right;7b25aee55c07d7340bad79d6ebb808a0;NULL;NULL
BossTwoArm;7;2;Left;NULL;NULL;NULL
BossTwoArm;7;2;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;7;2;Right;NULL;NULL;NULL
BossTwoArm;7;3;Left;NULL;NULL;NULL
BossTwoArm;7;3;Middle;NULL;NULL;NULL
BossTwoArm;7;3;Right;NULL;794734fe2b509e048bdf8daecaed964a;NULL
BossTwoArm;7;4;Left;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;7;4;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossTwoArm;7;4;Right;NULL;NULL;NULL
BossTwoArm;7;5;Left;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;7;5;Middle;d84c655f9293dcf419f28ab9f7c8e5e1;NULL;NULL
BossTwoArm;7;5;Right;NULL;NULL;NULL
BossTwoArm;7;6;Left;NULL;NULL;NULL
BossTwoArm;7;6;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;7;6;Right;NULL;NULL;NULL
BossTwoArm;8;0;Left;NULL;NULL;NULL
BossTwoArm;8;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;8;0;Right;NULL;NULL;NULL
BossTwoArm;8;1;Left;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
BossTwoArm;8;1;Middle;NULL;NULL;NULL
BossTwoArm;8;1;Right;1e300b0ee4d49874292bdb91b5b70bf3;NULL;NULL
BossTwoArm;8;2;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;8;2;Middle;7b25aee55c07d7340bad79d6ebb808a0;NULL;NULL
BossTwoArm;8;2;Right;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;8;3;Left;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;8;3;Middle;NULL;NULL;NULL
BossTwoArm;8;3;Right;1cec4778bb4f2b74b8dfd9964d559943;NULL;NULL
BossTwoArm;8;4;Left;NULL;NULL;NULL
BossTwoArm;8;4;Middle;NULL;NULL;NULL
BossTwoArm;8;4;Right;NULL;NULL;NULL
BossTwoArm;8;5;Left;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;8;5;Middle;c8589bbbac61082489b4582dd637afa4;NULL;NULL
BossTwoArm;8;5;Right;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;8;6;Left;NULL;NULL;NULL
BossTwoArm;8;6;Middle;NULL;NULL;NULL
BossTwoArm;8;6;Right;NULL;NULL;NULL
BossTwoArm;8;7;Left;NULL;NULL;NULL
BossTwoArm;8;7;Middle;NULL;NULL;NULL
BossTwoArm;8;7;Right;NULL;NULL;NULL
BossTwoArm;9;0;Left;NULL;NULL;NULL
BossTwoArm;9;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;9;0;Right;NULL;NULL;NULL
BossTwoArm;9;1;Left;eda4679315b2e274e9ed594d0f08db18;NULL;NULL
BossTwoArm;9;1;Middle;ecc1957dd6fdc2a458598c3e39b6c5dc;NULL;NULL
BossTwoArm;9;1;Right;NULL;794734fe2b509e048bdf8daecaed964a;NULL
BossTwoArm;9;2;Left;262bf28504178a24591ebd6d5108c8b3;NULL;NULL
BossTwoArm;9;2;Middle;b440f8998ab90c444ab4c22a1b185fb1;NULL;NULL
BossTwoArm;9;2;Right;8a706702812ae49408aebe5f12d0189d;NULL;NULL
BossTwoArm;9;3;Left;87e0f339414c68140804775ec5526d59;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;9;3;Middle;NULL;NULL;NULL
BossTwoArm;9;3;Right;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;9;4;Left;NULL;NULL;NULL
BossTwoArm;9;4;Middle;NULL;NULL;NULL
BossTwoArm;9;4;Right;NULL;NULL;NULL
BossTwoArm;9;5;Left;NULL;NULL;NULL
BossTwoArm;9;5;Middle;4076456460b4e7b4e9ba3b7e75cfecf2;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;9;5;Right;NULL;NULL;NULL
BossTwoArm;9;6;Left;NULL;NULL;NULL
BossTwoArm;9;6;Middle;NULL;NULL;NULL
BossTwoArm;9;6;Right;NULL;NULL;NULL
BossTwoArm;10;0;Left;NULL;NULL;NULL
BossTwoArm;10;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;10;0;Right;NULL;NULL;NULL
BossTwoArm;10;1;Left;eda4679315b2e274e9ed594d0f08db18;NULL;NULL
BossTwoArm;10;1;Middle;cb88044e99fce0c4daf1b399f518dd4c;NULL;NULL
BossTwoArm;10;1;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;10;2;Left;87e0f339414c68140804775ec5526d59;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;10;2;Middle;8292ed8f578d6fb4d87467eaf84d905e;NULL;NULL
BossTwoArm;10;2;Right;NULL;NULL;NULL
BossTwoArm;10;3;Left;NULL;NULL;NULL
BossTwoArm;10;3;Middle;NULL;NULL;NULL
BossTwoArm;10;3;Right;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;10;4;Left;NULL;NULL;NULL
BossTwoArm;10;4;Middle;4ae7e932021d15b4b94604ad4d3ce338;NULL;NULL
BossTwoArm;10;4;Right;NULL;NULL;NULL
BossTwoArm;10;5;Left;NULL;NULL;NULL
BossTwoArm;10;5;Middle;c8589bbbac61082489b4582dd637afa4;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;10;5;Right;NULL;NULL;NULL
BossTwoArm;10;6;Left;NULL;NULL;NULL
BossTwoArm;10;6;Middle;NULL;NULL;NULL
BossTwoArm;10;6;Right;NULL;NULL;NULL
BossTwoArm;11;0;Left;NULL;NULL;NULL
BossTwoArm;11;0;Middle;ef41ff7d96b37324e91ed44683f30311;NULL;NULL
BossTwoArm;11;0;Right;NULL;NULL;NULL
BossTwoArm;11;1;Left;eda4679315b2e274e9ed594d0f08db18;e1378294dc4b5334596c5fc406f63008;NULL
BossTwoArm;11;1;Middle;2926a41bd6c52e242ae3cc1f849863e6;NULL;NULL
BossTwoArm;11;1;Right;NULL;NULL;NULL
BossTwoArm;11;2;Left;NULL;NULL;NULL
BossTwoArm;11;2;Middle;5d8c808f249f61e4398cce0102bb2c97;NULL;NULL
BossTwoArm;11;2;Right;4ae7e932021d15b4b94604ad4d3ce338;eef73bb34eeab7443a4c88631b9444db;NULL
BossTwoArm;11;3;Left;NULL;NULL;NULL
BossTwoArm;11;3;Middle;NULL;NULL;NULL
BossTwoArm;11;3;Right;NULL;NULL;NULL
BossTwoArm;11;4;Left;NULL;NULL;NULL
BossTwoArm;11;4;Middle;3534801d17c530c4e8d1e704d61a7c5e;NULL;NULL
BossTwoArm;11;4;Right;NULL;NULL;NULL
BossTwoArm;11;5;Left;NULL;NULL;NULL
BossTwoArm;11;5;Middle;NULL;NULL;4d7c99753837a33429bfcbda565aa701
BossTwoArm;11;5;Right;NULL;NULL;NULL
BossTwoArm;11;6;Left;NULL;NULL;NULL
BossTwoArm;11;6;Middle;NULL;NULL;NULL
BossTwoArm;11;6;Right;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;0;Left;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;0;Middle;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;0;Right;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;1;Left;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;1;Middle;7e78bebefc172ac4fb983b46a51b44c6;NULL;NULL
EI_InteriorA_Obstacles;0;1;Right;NULL;e1378294dc4b5334596c5fc406f63008;NULL
EI_InteriorA_Obstacles;0;2;Left;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;2;Middle;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;2;Right;NULL;NULL;NULL
EI_InteriorA_Obstacles;0;3;Left;NULL;NULL;9149f4839f9d2884caf5bd8e110e220e
EI_InteriorA_Obstacles;0;3;Middle;NULL;e1378294dc4b5334596c5fc406f63008;NULL
EI_InteriorA_Obstacles;0;3;Right;NULL;NULL;NULL
EI_InteriorA_Obstacles;1;0;Left;e40a82857f851574e88007d2ead80145;NULL;NULL
EI_InteriorA_Obstacles;1;0;Middle;NULL;eef73bb34eeab7443a4c88631b9444db;NULL
